# 369 GBA wards. WARNING: _raw_tot_p is the source population field and sums to ~6x the real Greater Bengaluru total, with 125/369 rows failing male+female=total. Do NOT use it as population. Geometry reduced to a centroid. This row is NOT a boundary — joining on the centroid gives you a point inside (or near) the shape, not the shape.
ward_no,ward_name,ward_name_kn,corporation,corporation_kn,corporation_id,zone,division,sub_division,assembly,assembly_no,population_total,population_status,population_note,_raw_tot_p,_raw_tot_m,_raw_tot_f,_raw_sc_p,_raw_st_p,zone_csv,geometry_type,centroid_lng,centroid_lat,vertex_count
12,12 - Andrahalli,ಅಂದ್ರಹಳ್ಳಿ,West,ಪಶ್ಚಿಮ,5,Rajarajeshwarinagar,RO- Herohalli,ARO- Dodda Bidarakallu,153 - Yeshwanthapura,153,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,276940,146270,130660,30570,17480,Jayanagar,Polygon,77.485019,13.01726,521
82,82 - Attigupe,ಅತ್ತಿಗುಪ್ಪೆ,West,ಪಶ್ಚಿಮ,5,Malleshwaram,RO- Hampi Nagar,ARO- Hampi Nagar,167 - Vijayanagar,167,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,246140,126730,119410,16320,2580,Malleswaram,Polygon,77.526578,12.959492,366
61,61 - Dattatreya Ward,ದತ್ತಾತ್ರೇಯ ವಾರ್ಡ್,Central,ಕೇಂದ್ರ,1,Gandhinagara,RO - Gandhinagara,ARO- Sheshadripuram,164 - Gandhinagara,164,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,196270,99500,96770,32200,3000,Bommanahalli,Polygon,77.572739,12.998456,274
89,89 - Bapuji Nagara,ಬಾಪೂಜಿ ನಗರ,West,ಪಶ್ಚಿಮ,5,Malleshwaram,RO- Vijayanagar,ARO- Gali Anjaneya Temple,167 - Vijayanagar,167,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,206250,107050,99210,6280,2770,Malleswaram,Polygon,77.545432,12.958017,152
80,80 - Chandra Layout,ಚಂದ್ರ ಲೇಔಟ್,West,ಪಶ್ಚಿಮ,5,Malleshwaram,RO- Chandra Layout,ARO- Chandra Layout,166 - Govindraj Nagar,166,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,262050,133780,128270,18100,3610,Malleswaram,Polygon,77.525037,12.955834,158
95,95 - Swamy Vivekananda Ward,ಸ್ವಾಮಿ ವಿವೇಕಾನಂದ ವಾರ್ಡ್,West,ಪಶ್ಚಿಮ,5,Malleshwaram,RO- Basavanagudi,ARO- Katriguppe,170 - Basavanagudi,170,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,281520,140700,140810,4450,2260,Malleswaram,Polygon,77.544649,12.93868,253
42,42 - Sunkenahalli,ಸುಂಕೇನಹಳ್ಳಿ,Central,ಕೇಂದ್ರ,1,Gandhinagara,RO - Chickpet,ARO- V.V Puram,169 - Chickpet,169,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,211790,107430,104360,2730,1310,Jayanagar,Polygon,77.569355,12.944262,325
32,32 - SilverJubilee Park Ward,ಸಿಲ್ವರ್ ಜುಬಿಲಿ ಪಾರ್ಕ್ ವಾರ್ಡ್,Central,ಕೇಂದ್ರ,1,Gandhinagara,RO - Chickpet,ARO- Dharmaraya Swamy Temple,169 - Chickpet,169,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,188580,95620,91760,68250,2330,Bommanahalli,Polygon,77.589356,12.960137,120
83,83 - Hampi Nagar,ಹಂಪಿ ನಗರ,West,ಪಶ್ಚಿಮ,5,Malleshwaram,RO- Hampi Nagar,ARO- Hampi Nagar,167 - Vijayanagar,167,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,234200,120180,114020,9590,2530,Malleswaram,Polygon,77.532364,12.958553,302
63,63 - Rajajinagara,ರಾಜಾಜಿನಗರ,West,ಪಶ್ಚಿಮ,5,Malleshwaram,RO- Rajajinagara,ARO- Rajajinagara,165 - Rajajinagar,165,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,196320,99330,97000,6000,1740,Bommanahalli,Polygon,77.550449,12.990511,157
21,21 - Kengeri,ಕೆಂಗೇರಿ,West,ಪಶ್ಚಿಮ,5,Rajarajeshwarinagar,RO- Kengeri,ARO- Kengeri,153 - Yeshwanthapura,153,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,218350,112530,105820,24780,3710,Bommanahalli,MultiPolygon,77.503779,12.918273,314
5,5 - Rajeshwarinagar,ರಾಜೇಶ್ವರಿನಗರ,West,ಪಶ್ಚಿಮ,5,Rajarajeshwarinagar,RO- Hegganahalli,ARO- Hegganahalli,155 - Dasarahalli,155,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,254180,137340,116840,17120,6360,Jayanagar,Polygon,77.517071,13.012734,139
68,68 - Kamakshipalya,ಕಾಮಾಕ್ಷಿಪಾಳ್ಯ,West,ಪಶ್ಚಿಮ,5,Malleshwaram,RO- Basaveshwara Nagara,ARO- Basaveshwara Nagara,165 - Rajajinagar,165,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,250240,131350,118890,23450,4190,Bommanahalli,Polygon,77.532642,12.984517,447
44,44 - Chamarajpet,ಚಾಮರಾಜಪೇಟೆ,Central,ಕೇಂದ್ರ,1,Gandhinagara,RO - Chamrajapet,ARO- Chamarajpet,168 - Chamrajapet,168,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,256190,130950,125230,6680,3790,Jayanagar,Polygon,77.562651,12.956512,316
15,15 - Indiranagar,ಇಂದಿರಾನಗರ,Central,ಕೇಂದ್ರ,1,C.V. Raman Nagar,RO- Indiranagar,ARO- Indiranagar,161 - C.V. Raman Nagar,161,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,193240,97110,96130,38030,2240,Jayanagar,Polygon,77.643395,12.979198,220
3,3 - Vasanth Nagar,ವಸಂತ ನಗರ,Central,ಕೇಂದ್ರ,1,Gandhinagara,RO- Shivajinagar,ARO- Vasanthanagar,162 - Shivajinagar,162,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,282720,141120,142090,39570,1860,Jayanagar,Polygon,77.593837,12.991146,207
19,19 - Shivanapalya,ಶಿವನಪಾಳ್ಯ,West,ಪಶ್ಚಿಮ,5,Rajarajeshwarinagar,RO- Kengeri,ARO- Kengeri,153 - Yeshwanthapura,153,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,219030,114950,104080,22370,4360,Bommanahalli,Polygon,77.487651,12.926948,244
56,56 - Gayathri Nagara,ಗಾಯತ್ರಿ ನಗರ,West,ಪಶ್ಚಿಮ,5,Malleshwaram,RO- Malleshwaram,ARO- Subramanyanagara,157 - Malleshwaram,157,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,269780,138160,131620,8010,3630,Bommanahalli,Polygon,77.557165,12.999602,189
92,92 - Muneshwara Block,ಮುನೇಶ್ವರ ಬ್ಲಾಕ್,West,ಪಶ್ಚಿಮ,5,Malleshwaram,RO- Hampi Nagar,ARO- Avalahalli,167 - Vijayanagar,167,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,199220,103350,95870,22340,3970,Malleswaram,Polygon,77.548392,12.950674,342
18,18 - G.M Palya,ಜಿ.ಎಂ. ಪಾಳ್ಯ,Central,ಕೇಂದ್ರ,1,C.V. Raman Nagar,RO- Jeevan Bhimanagar,ARO- Kaggadasapura,161 - C.V. Raman Nagar,161,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,205790,106950,98840,10240,2770,Bommanahalli,Polygon,77.670165,12.974452,348
18,18 - Kengal Hanumanthaiah West,ಕೆಂಗಲ್ ಹನುಮಂತಯ್ಯ ಪಶ್ಚಿಮ,West,ಪಶ್ಚಿಮ,5,Rajarajeshwarinagar,RO- Kengeri,ARO- Hemmigepura,153 - Yeshwanthapura,153,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,212230,108550,103680,19600,7540,Bommanahalli,Polygon,77.481869,12.92792,348
55,55 - Subramanyanagara,ಸುಬ್ರಹ್ಮಣ್ಯನಗರ,West,ಪಶ್ಚಿಮ,5,Malleshwaram,RO- Malleshwaram,ARO- Subramanyanagara,157 - Malleshwaram,157,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,273120,135910,137210,9780,2860,Bommanahalli,Polygon,77.556041,13.008353,171
16,16 - New Thippasandra,ನ್ಯೂ ತಿಪ್ಪಸಂದ್ರ,Central,ಕೇಂದ್ರ,1,C.V. Raman Nagar,RO- Jeevan Bhimanagar,ARO- Jeevan Bhimanagar,161 - C.V. Raman Nagar,161,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,279690,146070,133610,31830,5600,Jayanagar,Polygon,77.657945,12.97585,288
13,13 - Nada prabhu Kempegowda Nagara,ನಾಡ ಪ್ರಭು ಕೆಂಪೇಗೌಡ ನಗರ,West,ಪಶ್ಚಿಮ,5,Rajarajeshwarinagar,RO- Herohalli,ARO- Dodda Bidarakallu,153 - Yeshwanthapura,153,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,272250,142930,129120,21690,7110,Jayanagar,Polygon,77.485303,12.996545,406
24,24 - Jnana Bharathi Ward,ಜ್ಞಾನ ಭಾರತಿ ವಾರ್ಡ್,West,ಪಶ್ಚಿಮ,5,Rajarajeshwarinagar,RO- Rajarajeswari Nagara,ARO- Jnana Bharathi,154 - Rajarajeshwarinagar,154,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,205330,108160,97170,21810,4340,Bommanahalli,Polygon,77.504962,12.94647,913
21,21 - Konena Agrahara,ಕೋನೇನ ಅಗ್ರಹಾರ,Central,ಕೇಂದ್ರ,1,C.V. Raman Nagar,RO- Jeevan Bhimanagar,ARO- Konena Agrahara,161 - C.V. Raman Nagar,161,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,267140,141280,125870,38730,2510,Bommanahalli,Polygon,77.654076,12.953862,358
2,2 - Jayamahal,ಜಯಮಹಲ್,Central,ಕೇಂದ್ರ,1,Gandhinagara,RO- Shivajinagar,ARO- Shivajinagar,162 - Shivajinagar,162,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,258340,128030,129810,71010,2430,Jayanagar,Polygon,77.600721,12.995087,370
59,59 - Nehru Nagar,ನೆಹರು ನಗರ,Central,ಕೇಂದ್ರ,1,Gandhinagara,RO - Gandhinagara,ARO- Chickpete,164 - Gandhinagara,164,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,257800,142480,115320,63450,2550,Bommanahalli,Polygon,77.576923,12.983241,355
16,16 - Ullal,ಉಳ್ಳಾಲ,West,ಪಶ್ಚಿಮ,5,Rajarajeshwarinagar,RO- Kengeri,ARO- Ullal,153 - Yeshwanthapura,153,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,225490,115350,110140,33310,4390,Jayanagar,Polygon,77.484357,12.957356,554
64,64 - Shivanagara,ಶಿವನಗರ,West,ಪಶ್ಚಿಮ,5,Malleshwaram,RO- Rajajinagara,ARO- Rajajinagara,165 - Rajajinagar,165,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,204720,109290,95440,8200,3480,Bommanahalli,Polygon,77.547968,12.990548,73
90,90 - Krishnadevaraya ward,ಕೃಷ್ಣದೇವರಾಯ ವಾರ್ಡ್,West,ಪಶ್ಚಿಮ,5,Malleshwaram,RO- Vijayanagar,ARO- Gali Anjaneya Temple,167 - Vijayanagar,167,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,281480,144780,136690,38040,4480,Malleswaram,Polygon,77.539404,12.958913,151
40,40 - Shakthi Nagar,ಶಕ್ತಿ ನಗರ,North,ಉತ್ತರ,2,Byatarayanapura,RO- Pulikeshinagar,ARO - Kushal Nagar,159 - Pulakeshinagar,159,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,200350,101720,98630,25040,650,Jayanagar,Polygon,77.616601,13.018362,231
10,10 - Sunkadakatte,ಸುಂಕದಕಟ್ಟೆ,West,ಪಶ್ಚಿಮ,5,Rajarajeshwarinagar,RO- Hegganahalli,ARO- Sunkadakatte,155 - Dasarahalli,155,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,231230,124400,106830,11770,3930,Jayanagar,Polygon,77.501367,12.994647,267
27,27 - K.G.Halli,ಕೆ.ಜಿ.ಹಳ್ಳಿ,North,ಉತ್ತರ,2,Byatarayanapura,RO- HBR Layout,ARO- K.G Halli,160 - Sarvagnanagar,160,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,282380,144560,139820,25840,8320,Bommanahalli,Polygon,77.620774,13.019361,170
51,51 - Rajamahal,ರಾಜಮಹಲ್,West,ಪಶ್ಚಿಮ,5,Malleshwaram,RO- Malleshwaram,ARO- Rajamahal,157 - Malleshwaram,157,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,247050,123750,124000,34790,3290,Jayanagar,Polygon,77.585518,13.002975,319
2,2 - Chokkasandra,ಚೊಕ್ಕಸಂದ್ರ,West,ಪಶ್ಚಿಮ,5,Rajarajeshwarinagar,RO- Hegganahalli,ARO- Nagasandra,155 - Dasarahalli,155,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,271170,151670,119490,15930,6990,Jayanagar,Polygon,77.511981,13.040068,201
31,31 - Freedom Fighter Ward,ಫ್ರೀಡಂ ಫೈಟರ್ ವಾರ್ಡ್,West,ಪಶ್ಚಿಮ,5,Rajarajeshwarinagar,RO- Peenya,ARO- Laggere,154 - Rajarajeshwarinagar,154,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,189850,99760,90080,9950,4130,Bommanahalli,Polygon,77.525189,13.008336,243
31,31 - Kalyan Nagar,ಕಲ್ಯಾಣ ನಗರ,North,ಉತ್ತರ,2,Byatarayanapura,RO- Maruthi Sevanagar,ARO- Banaswadi,160 - Sarvagnanagar,160,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,237460,119420,118040,27830,3520,Bommanahalli,Polygon,77.643741,13.014177,202
112,112 - Hosakerehalli,ಹೊಸಕೆರೆಹಳ್ಳಿ,West,ಪಶ್ಚಿಮ,5,Rajarajeshwarinagar,RO- Yediyuru,ARO- Hosakerehalli,171 - Padmanabanagar,171,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,236190,130440,105750,8150,3520,Rajarajeshwari Nagara,Polygon,77.536259,12.930796,234
11,11 - Dodda Bidarakallu,ದೊಡ್ಡ ಬಿದರಕಲ್ಲು,West,ಪಶ್ಚಿಮ,5,Rajarajeshwarinagar,RO- Herohalli,ARO- Dodda Bidarakallu,153 - Yeshwanthapura,153,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,257770,137630,120150,15430,10740,Jayanagar,Polygon,77.491499,13.033676,456
32,32 - Laggere,ಲಗ್ಗೆರೆ,West,ಪಶ್ಚಿಮ,5,Rajarajeshwarinagar,RO- Peenya,ARO- Laggere,154 - Rajarajeshwarinagar,154,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,205080,107140,97940,17630,4980,Bommanahalli,Polygon,77.521686,13.013001,188
100,100 - Srinagar,ಶ್ರೀನಗರ,West,ಪಶ್ಚಿಮ,5,Malleshwaram,RO- Basavanagudi,ARO- Srinagar,170 - Basavanagudi,170,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,192290,99790,92500,5150,6530,Malleswaram,Polygon,77.550816,12.949408,276
74,74 - Pattegar Palya,ಪಟ್ಟೆಗಾರ್ ಪಾಳ್ಯ,West,ಪಶ್ಚಿಮ,5,Malleshwaram,RO- Govindraj Nagar,ARO- Kaveripura,166 - Govindraj Nagar,166,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,204650,107410,97230,9700,5310,Malleswaram,Polygon,77.523925,12.977035,178
26,26 - Samadhana Nagar,ಸಮಾಧಾನ ನಗರ,North,ಉತ್ತರ,2,Byatarayanapura,RO- HBR Layout,ARO- K.G Halli,160 - Sarvagnanagar,160,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,206840,105910,100930,31300,4770,Bommanahalli,Polygon,77.615953,13.023523,231
96,96 - Kathriguppe,ಕತ್ರಿಗುಪ್ಪೆ,West,ಪಶ್ಚಿಮ,5,Malleshwaram,RO- Basavanagudi,ARO- Katriguppe,170 - Basavanagudi,170,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,276960,140640,136320,5570,3720,Malleswaram,Polygon,77.554576,12.929377,272
17,17 - Nagadevanahalli,ನಾಗದೇವನಹಳ್ಳಿ,West,ಪಶ್ಚಿಮ,5,Rajarajeshwarinagar,RO- Kengeri,ARO- Ullal,153 - Yeshwanthapura,153,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,232690,121020,111670,25690,3240,Bommanahalli,Polygon,77.492934,12.939273,216
99,99 - T.R Shamanna Nagar,ಟಿ.ಆರ್.ಶಾಮಣ್ಣ ನಗರ,West,ಪಶ್ಚಿಮ,5,Malleshwaram,RO- Basavanagudi,ARO- Srinagar,170 - Basavanagudi,170,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,222920,113720,109200,8750,3140,Malleswaram,Polygon,77.556628,12.945301,244
103,103 - N.R Colony,ಎನ್.ಆರ್. ಕಾಲೋನಿ,West,ಪಶ್ಚಿಮ,5,Malleshwaram,RO- Basavanagudi,ARO- Srinivasa Nagara,170 - Basavanagudi,170,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,276030,137460,138570,4530,2900,Malleswaram,Polygon,77.569712,12.93692,363
104,104 - Thyagarajnagar,ತ್ಯಾಗರಾಜನಗರ,West,ಪಶ್ಚಿಮ,5,Malleshwaram,RO- Basavanagudi,ARO- Srinivasa Nagara,170 - Basavanagudi,170,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,210820,107860,102960,25420,6610,Malleswaram,Polygon,77.563373,12.931894,375
105,105 - Yediyuru,ಯಡಿಯೂರು,West,ಪಶ್ಚಿಮ,5,Rajarajeshwarinagar,RO- Yediyuru,ARO- Yediyuru,171 - Padmanabanagar,171,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,230230,115980,114250,5740,4110,Rajarajeshwari Nagara,Polygon,77.573301,12.934569,356
101,101 - Kempambudhi Ward,ಕೆಂಪಾಂಬುಧಿ ವಾರ್ಡ್,West,ಪಶ್ಚಿಮ,5,Malleshwaram,RO- Basavanagudi,ARO- Srinagar,170 - Basavanagudi,170,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,193100,99960,93140,9860,4010,Malleswaram,Polygon,77.559146,12.950376,431
111,111 - Ittamadu,ಇಟ್ಟಮಡು,West,ಪಶ್ಚಿಮ,5,Rajarajeshwarinagar,RO- Yediyuru,ARO- Hosakerehalli,171 - Padmanabanagar,171,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,190280,99710,90560,10100,1440,Rajarajeshwari Nagara,Polygon,77.539962,12.921072,263
75,75 - Marenahalli West,ಮಾರೇನಹಳ್ಳಿ ಪಶ್ಚಿಮ,West,ಪಶ್ಚಿಮ,5,Malleshwaram,RO- Chandra Layout,ARO- Marenahalli,166 - Govindraj Nagar,166,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,239150,124150,115000,10820,3910,Malleswaram,Polygon,77.528596,12.971827,128
109,109 - Kamakya Layout,ಕಾಮಕ್ಯ ಲೇಔಟ್,West,ಪಶ್ಚಿಮ,5,Rajarajeshwarinagar,RO- Yediyuru,ARO- Ganesh Mandir,171 - Padmanabanagar,171,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,281510,141740,139770,5440,3070,Rajarajeshwari Nagara,Polygon,77.549256,12.922285,273
110,110 - Chikkalasandra,ಚಿಕ್ಕಲ್ಲಸಂದ್ರ,West,ಪಶ್ಚಿಮ,5,Rajarajeshwarinagar,RO- Yediyuru,ARO- Hosakerehalli,171 - Padmanabanagar,171,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,202420,106630,95790,3150,1610,Rajarajeshwari Nagara,Polygon,77.545753,12.920111,127
106,106 - Devagiri Temple Ward,ದೇವಗಿರಿ ದೇವಸ್ಥಾನ ವಾರ್ಡ್,West,ಪಶ್ಚಿಮ,5,Rajarajeshwarinagar,RO- Yediyuru,ARO- Yediyuru,171 - Padmanabanagar,171,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,193520,96980,96540,16030,3230,Rajarajeshwari Nagara,Polygon,77.571352,12.92992,251
108,108 - Ganesh Mandira Ward,ಗಣೇಶ್ ಮಂದಿರಾ ವಾರ್ಡ್,West,ಪಶ್ಚಿಮ,5,Rajarajeshwarinagar,RO- Yediyuru,ARO- Ganesh Mandir,171 - Padmanabanagar,171,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,242650,121330,121330,7740,2470,Rajarajeshwari Nagara,Polygon,77.561585,12.926017,209
76,76 - Moodalapalya,ಮೂಡಲಪಾಳ್ಯ,West,ಪಶ್ಚಿಮ,5,Malleshwaram,RO- Chandra Layout,ARO- Marenahalli,166 - Govindraj Nagar,166,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,195900,101680,94210,11220,4030,Malleswaram,Polygon,77.51924,12.97214,238
53,53 - Malleshwaram,ಮಲ್ಲೇಶ್ವರಂ,West,ಪಶ್ಚಿಮ,5,Malleshwaram,RO- Malleshwaram,ARO- Malleshwaram,157 - Malleshwaram,157,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,218270,106650,111620,4790,1940,Bommanahalli,Polygon,77.564054,13.005898,146
91,91 - Gali Anjaneya Temple Ward,ಗಾಳಿ ಆಂಜನೇಯ ದೇವಸ್ಥಾನ ವಾರ್ಡ್,West,ಪಶ್ಚಿಮ,5,Malleshwaram,RO- Vijayanagar,ARO- Gali Anjaneya Temple,167 - Vijayanagar,167,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,228410,118070,110340,22690,6880,Malleswaram,Polygon,77.539537,12.954273,246
40,40 - Mahalakshmipuram,ಮಹಾಲಕ್ಷ್ಮಿಪುರಂ,West,ಪಶ್ಚಿಮ,5,Rajarajeshwarinagar,RO- Mahalakshmi Layout,ARO- Mahalakshmipuram,156 - Mahalakshmi Layout,156,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,281250,146100,135150,28020,3160,Jayanagar,Polygon,77.541122,13.009415,156
30,30 - Kempegowda Layout,ಕೆಂಪೇಗೌಡ ಬಡಾವಣೆ,West,ಪಶ್ಚಿಮ,5,Rajarajeshwarinagar,RO- Peenya,ARO- Laggere,154 - Rajarajeshwarinagar,154,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,200260,104340,95920,9300,4620,Bommanahalli,Polygon,77.525933,13.003363,337
62,62 - Rama Mandira,ರಾಮ ಮಂದಿರ,West,ಪಶ್ಚಿಮ,5,Malleshwaram,RO- Rajajinagara,ARO- Rama Mandira,165 - Rajajinagar,165,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,223220,112410,110820,4980,1770,Bommanahalli,Polygon,77.553647,12.982628,120
43,43 - Kethamaranahalli,ಕೇತಮಾರನಹಳ್ಳಿ,West,ಪಶ್ಚಿಮ,5,Rajarajeshwarinagar,RO- Mahalakshmi Layout,ARO- Shankar Mutt,156 - Mahalakshmi Layout,156,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,281540,143150,138390,13290,3460,Jayanagar,Polygon,77.545367,12.999783,469
1,1 - Nagasandra,ನಾಗಸಂದ್ರ,West,ಪಶ್ಚಿಮ,5,Rajarajeshwarinagar,RO- Hegganahalli,ARO- Nagasandra,155 - Dasarahalli,155,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,249740,136700,113040,17430,8170,Jayanagar,Polygon,77.501371,13.038039,273
45,45 - Shakthi Ganapathi Nagara,ಶಕ್ತಿ ಗಣಪತಿ ನಗರ,West,ಪಶ್ಚಿಮ,5,Rajarajeshwarinagar,RO- Mahalakshmi Layout,ARO- Kamalanagara,156 - Mahalakshmi Layout,156,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,208380,106950,101430,33500,2630,Jayanagar,Polygon,77.53234,12.993599,145
78,78 - Anubhava Nagara,ಅನುಭವ ನಗರ,West,ಪಶ್ಚಿಮ,5,Malleshwaram,RO- Chandra Layout,ARO- Maruthi Mandira,166 - Govindraj Nagar,166,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,233750,120250,113500,10450,3170,Malleswaram,Polygon,77.521429,12.965897,273
94,94 - Deepanjali Nagara,ದೀಪಾಂಜಲಿ ನಗರ,West,ಪಶ್ಚಿಮ,5,Malleshwaram,RO- Hampi Nagar,ARO- Hampi Nagar,167 - Vijayanagar,167,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,275610,144570,131040,34490,5860,Malleswaram,Polygon,77.535966,12.942358,304
